geometry,R_m,f0_hz,f0R_Hz_m,duty,harmonics,B_max_T,B_mean_T,B_rms_T,mag_pressure_mean_Pa,mag_pressure_max_Pa,gradB2_mean_T2_per_m,gradB2_max_T2_per_m
rodin6lane,0.03,100000.0,3000.0,0.382,3,0.00018618814074634524,1.1276542578943086e-06,1.3186730265609067e-05,6.918857498092248e-05,0.013793172594706525,1.8421775936373e-08,8.666505931489109e-07
rodin6lane,0.03,125874.97926444527,3776.249377933358,0.382,3,0.00014819830144739273,8.975676161218585e-07,1.0496109038816746e-05,4.383457576400179e-05,0.008738695215146766,1.1671157170285164e-08,5.490684133439304e-07
rodin6lane,0.03,158445.10404824527,4753.353121447358,0.382,3,0.00011789651046263559,7.140438777741102e-07,8.349991983889833e-06,2.7741648034538724e-05,0.005530470016292433,7.3863412324781726e-09,3.4748967919472943e-07
rodin6lane,0.03,199442.74186625748,5983.282255987724,0.382,3,9.37552433825683e-05,5.678315438162317e-07,6.640192552095888e-06,1.7543711896626326e-05,0.0034974480426673573,4.671093887120023e-09,2.1975114136166253e-07
rodin6lane,0.03,251048.5099685927,7531.45529905778,0.382,3,7.453755883782178e-05,4.514390404221659e-07,5.279104668596442e-06,1.1088701327235974e-05,0.0022106015523500723,2.9524176691314614e-09,1.3889619182285424e-07
rodin6lane,0.03,316007.2598666649,9480.217795999946,0.382,3,5.924788364205923e-05,3.5883664766390905e-07,4.1962171020355645e-06,7.006095279131513e-06,0.0013967086535120463,1.865405053603565e-09,8.775779282911136e-08
rodin6lane,0.03,397774.0728313061,11933.222184939183,0.382,3,4.708814141046517e-05,2.851907911265981e-07,3.3350062845012302e-06,4.425409395833694e-06,0.0008822328775495202,1.1782855816765506e-09,5.5432326491527536e-08
rodin6lane,0.03,500698.03169574495,15020.940950872347,0.382,3,3.742030753192671e-05,2.2663725493440407e-07,2.650284276440125e-06,2.794763484820214e-06,0.0005571534768296257,7.44118616790577e-10,3.50069853656933e-08
rodin6lane,0.03,630253.5435745058,18907.606307235175,0.382,3,2.973525080394882e-05,1.800924701445373e-07,2.1059919829485966e-06,1.7647108971845073e-06,0.00035180608924720476,4.698623833396295e-10,2.210462849109124e-08
rodin6lane,0.03,793331.5172878391,23799.945518635173,0.382,3,2.362720860018788e-05,1.4309892280656368e-07,1.6733913636552095e-06,1.1141795598309435e-06,0.00022211862253963135,2.966554262716334e-10,1.3956124644395951e-08
rodin6lane,0.03,998605.8828843766,29958.176486531294,0.382,3,1.877308421111157e-05,1.1369976766301637e-07,1.3295991718546226e-06,7.033987823725542e-07,0.00014022692056956285,1.8728315717382056e-10,8.810717262661977e-09
rodin6lane,0.03,1256994.9480142395,37709.84844042719,0.382,3,1.4915764063704201e-05,9.03377883723425e-08,1.0564054006076382e-06,4.4403925551812756e-07,8.852198635215691e-05,1.182274916684483e-10,5.562000435509586e-09
rodin6lane,0.03,1582242.1301680487,47467.26390504146,0.382,3,1.1850732174373739e-05,7.177432752714057e-08,8.39325254589329e-07,2.8029846668156944e-07,5.587924205747242e-05,7.46307544264435e-11,3.510996323819323e-09
rodin6lane,0.03,1991646.9532623484,59749.40859787045,0.382,3,9.415361406357378e-06,5.702442882201197e-08,6.668407059717453e-07,1.7693116842852721e-07,3.527232847606281e-05,4.710873640409188e-11,2.2162257584781176e-09
rodin6lane,0.03,2506985.189439937,75209.55568319811,0.382,3,7.480363298881606e-06,4.530505267825864e-08,5.297949306314776e-07,1.1168008533907374e-07,2.2264119370837287e-05,2.9735335772397566e-11,1.3988958759262762e-09
rodin6lane,0.03,3155667.0873702345,94670.01262110703,0.382,3,5.942970794269364e-06,3.5993787218861627e-08,4.209094764375363e-07,7.049162912340047e-08,1.4052944539603546e-05,1.876872008795165e-11,8.829725458093778e-10
rodin6lane,0.03,3972195.291882207,119165.85875646622,0.382,3,4.721507921283026e-06,2.8595959386962486e-08,3.3439966238084996e-07,4.449301140006562e-08,8.869958452946352e-06,1.184646868319659e-11,5.57315925808272e-10
rodin6lane,0.03,5000000.0,150000.0,0.382,3,3.7510672419338026e-06,2.271845526819655e-08,2.6566843478463823e-07,2.808277720230155e-08,5.598476236818516e-06,7.47716844051966e-12,3.5176263604726415e-10
rodin6lane,0.05,100000.0,5000.0,0.382,3,5.1207771590725936e-05,3.2921361170847587e-07,3.3823379706232363e-06,4.5519149874695585e-06,0.0010433545021709038,1.2217276696006641e-09,4.767707505577487e-08
rodin6lane,0.05,125874.97926444527,6293.748963222264,0.382,3,4.0719125686386735e-05,2.6178234311712696e-07,2.689549665242398e-06,2.8781887880737073e-06,0.0006597160180717433,7.725018789682668e-10,3.0146350107905416e-08
rodin6lane,0.05,158445.10404824527,7922.255202412263,0.382,3,3.2371065973977785e-05,2.0811285500415343e-07,2.1381497806314348e-06,1.819015459877628e-06,0.00041694055684393,4.882212266445003e-10,1.9052494795473138e-08
rodin6lane,0.05,199442.74186625748,9972.137093312875,0.382,3,2.5730062674776403e-05,1.6541799417381242e-07,1.6995031275130381e-06,1.149222384514993e-06,0.0002634158045965297,3.0844969415101774e-10,1.2037035408861346e-08
rodin6lane,0.05,251048.5099685927,12552.425498429635,0.382,3,2.0448924280006794e-05,1.31465674225773e-07,1.3506772683541779e-06,7.258774785633426e-07,0.00016637998235211827,1.94824508529275e-10,7.602891337388486e-09
rodin6lane,0.05,316007.2598666649,15800.362993333245,0.382,3,1.6250260684160265e-05,1.0447256041123208e-07,1.0733502364417566e-06,4.583983575787309e-07,0.00010507050142282917,1.230334834229326e-10,4.801296368646489e-09
rodin6lane,0.05,397774.0728313061,19888.703641565306,0.382,3,1.2912809543765603e-05,8.301616210100083e-08,8.529073746144902e-07,2.894435521583886e-07,6.634399677940226e-05,7.768624797098575e-11,3.03165195278328e-09
rodin6lane,0.05,500698.03169574495,25034.90158478725,0.382,3,1.026027783145543e-05,6.596309538760731e-08,6.777043058198755e-07,1.8274294950444635e-07,4.188691564546228e-05,4.904795420138808e-11,1.91406239866543e-09
rodin6lane,0.05,630253.5435745058,31512.677178725295,0.382,3,8.152313010913513e-06,5.241103697210895e-08,5.384705678192913e-07,1.1536765916974994e-07,2.644367632766134e-05,3.096451971812772e-11,1.2083689085553129e-09
rodin6lane,0.05,793331.5172878391,39666.575864391954,0.382,3,6.477238296636841e-06,4.164201931252306e-08,4.2782976792252205e-07,7.282862965679499e-08,1.669321128547601e-05,1.9547103194092982e-11,7.628121465173688e-10
rodin6lane,0.05,998605.8828843766,49930.29414421883,0.382,3,5.146229340962082e-06,3.308499267570331e-08,3.399149458131053e-07,4.597276888169291e-08,1.0537520037614128e-05,1.2339027408361984e-11,4.815219876750639e-10
rodin6lane,0.05,1256994.9480142395,62849.74740071198,0.382,3,4.0886583457069205e-06,2.6285892535810712e-08,2.700610462435103e-07,2.90191062066884e-08,6.651533517886519e-06,7.78868785937068e-12,3.0394814237005315e-10
rodin6lane,0.05,1582242.1301680487,79112.10650840244,0.382,3,3.2483781737713374e-06,2.088375021138262e-08,2.145594799145765e-07,1.8317051053949508e-08,4.1984917855982355e-06,4.916271099021215e-12,1.9185407027671283e-10
rodin6lane,0.05,1991646.9532623484,99582.34766311743,0.382,3,2.5807603669422343e-06,1.6591650348421237e-08,1.7046248081158658e-07,1.1561594933081766e-08,2.6500587464646657e-06,3.103116045300549e-12,1.2109695170195623e-10
rodin6lane,0.05,2506985.189439937,125349.25947199686,0.382,3,2.050336190364091e-06,1.3181565248361838e-08,1.3542729421304154e-07,7.297473781693411e-09,1.6726701060022462e-06,1.9586318421637384e-12,7.643424935770976e-11
rodin6lane,0.05,3155667.0873702345,157783.35436851173,0.382,3,1.628919118221069e-06,1.0472284370750836e-08,1.0759216449932481e-07,4.605973441696116e-09,1.0557453600302773e-06,1.2362368837415773e-12,4.824328707569484e-11
rodin6lane,0.05,3972195.291882207,198609.76459411037,0.382,3,1.294111184567259e-06,8.319811696334025e-09,8.547767773911043e-08,2.90713747664039e-09,6.663514110066207e-07,7.802716668307217e-13,3.0449560691002986e-11
rodin6lane,0.05,5000000.0,250000.0,0.382,3,1.028115113035312e-06,6.6097289356704605e-09,6.79083013567559e-08,1.8348724284363079e-09,4.2057516767959636e-07,4.924772150136717e-13,1.9218581790114023e-11
rodin6lane,0.1,100000.0,10000.0,0.382,3,1.1742074122646874e-05,7.548953041271041e-08,7.755788218305122e-07,2.393382016700453e-07,5.4859238571312985e-05,3.211902069543137e-11,1.253422508564936e-09
rodin6lane,0.1,125874.97926444527,12587.497926444528,0.382,3,9.332194437999569e-06,5.99964681270373e-08,6.164032258455398e-07,1.5117847009805205e-07,3.4651951506632875e-05,2.028804585269312e-11,7.917269199362635e-10
rodin6lane,0.1,158445.10404824527,15844.510404824527,0.382,3,7.416205967012592e-06,4.767862134458446e-08,4.898497681303571e-07,9.547418371664866e-08,2.188384881880946e-05,1.2812569248356036e-11,5.000016295864436e-10
rodin6lane,0.1,199442.74186625748,19944.27418662575,0.382,3,5.893173492904023e-06,3.788707982705806e-08,3.8925155017152913e-07,6.02866069928756e-08,1.381842653032307e-05,8.090420852793829e-12,3.157230631909456e-10
rodin6lane,0.1,251048.5099685927,25104.85099685927,0.382,3,4.682671059390655e-06,3.010478691058554e-08,3.09296336007404e-07,3.806358510479256e-08,8.724638530634725e-06,5.108106725931662e-12,1.9934032258167278e-10
rodin6lane,0.1,316007.2598666649,31600.72598666649,0.382,3,3.720665056255672e-06,2.392007195543156e-08,2.457546248316693e-07,2.4030540511491364e-08,5.508093341216472e-06,3.2248818727027035e-12,1.2584877867349032e-10
rodin6lane,0.1,397774.0728313061,39777.40728313061,0.382,3,2.956201795891904e-06,1.9005354850100726e-08,1.9526086124162935e-07,1.5170173275510673e-08,3.477188969760532e-06,2.0358267338414205e-12,7.944672647189567e-11
rodin6lane,0.1,500698.03169574495,50069.8031695745,0.382,3,2.348752163663157e-06,1.5100074828245138e-08,1.5513804604182633e-07,9.576278652077292e-09,2.195000010587259e-06,1.2851299544538366e-12,5.015130525360654e-11
rodin6lane,0.1,630253.5435745058,63025.35435745059,0.382,3,1.8660883889299999e-06,1.1997040277342608e-08,1.2325749428940535e-07,6.044867832062399e-09,1.3855575257824525e-06,8.112170712589563e-13,3.165718363862632e-11
rodin6lane,0.1,793331.5172878391,79333.15172878391,0.382,3,1.4825893010771993e-06,9.53153326782076e-09,9.792689531487757e-08,3.8156111737836174e-09,8.745846764844399e-07,5.120523735923667e-13,1.998248877855949e-11
rodin6lane,0.1,998605.8828843766,99860.58828843766,0.382,3,1.1778892858256193e-06,7.57262372357543e-09,7.78010745806368e-08,2.4084150434753382e-09,5.52038139030145e-07,3.2320762872287567e-13,1.2612953571114843e-11
rodin6lane,0.1,1256994.9480142395,125699.49480142396,0.382,3,9.358021970190177e-07,6.016251275053583e-09,6.181091669576404e-08,1.520164230396413e-09,3.484402055375312e-07,2.0400498556377276e-13,7.961153087132273e-12
rodin6lane,0.1,1582242.1301680487,158224.2130168049,0.382,3,7.434648172491552e-07,4.7797185868776515e-09,4.91067899088136e-08,9.594961382059042e-10,2.1992823204486832e-07,1.2876371638618766e-13,5.024914736204159e-12
rodin6lane,0.1,1991646.9532623484,199164.69532623485,0.382,3,5.906553930177372e-07,3.797310235731417e-09,3.9013534494812876e-08,6.056067899345384e-10,1.3881247179766093e-07,8.127201125216646e-14,3.171583878156612e-12
rodin6lane,0.1,2506985.189439937,250698.51894399372,0.382,3,4.6925164641702443e-07,3.0168082796454955e-09,3.099466374243112e-08,3.822381218840742e-10,8.761364534859263e-08,5.12960908944356e-14,2.0017943740614935e-12
rodin6lane,0.1,3155667.0873702345,315566.70873702347,0.382,3,3.727998267762176e-07,2.396721700725592e-09,2.4623899271088934e-08,2.41253594184105e-10,5.5298269925912566e-08,3.237606504259237e-14,1.2634534859563839e-12
rodin6lane,0.1,3972195.291882207,397219.52918822074,0.382,3,2.9617211869263164e-07,1.9040838890909898e-09,1.956254239884643e-08,1.522687324967854e-10,3.490185296248144e-08,2.043435831056243e-14,7.97436662139057e-13
rodin6lane,0.1,5000000.0,500000.0,0.382,3,2.3529433045626168e-07,1.5127019578813777e-09,1.554148761901441e-08,9.610485191960714e-11,2.2028405672517145e-08,1.2897204483857215e-14,5.033044609585743e-13
