n,phase,R_ohm,L_H,wire_length_m,I_abs_A,R_m,f0_hz
1,2,1.0355690016944155,9.063957838720571e-06,5.64541926743297,0.18866792498584398,0.05,797009.8303771093
1,3,1.0355690016944155,9.063957838720571e-06,5.64541926743297,0.18866792498584395,0.05,797009.8303771093
2,1,1.4310108379673256,9.063957838720571e-06,5.64541926743297,0.011534767729900235,0.05,797009.8303771093
2,2,1.4310108379673256,9.063957838720571e-06,5.64541926743297,0.011534767729900239,0.05,797009.8303771093
2,3,1.4310108379673256,9.063957838720571e-06,5.64541926743297,0.011534767729900239,0.05,797009.8303771093
1,1,1.152114138019085,9.063957838720571e-06,5.64541926743297,0.12406970606552607,0.05,1003751.7349334045
1,2,1.152114138019085,9.063957838720571e-06,5.64541926743297,0.12406970606552609,0.05,1003751.7349334045
1,3,1.152114138019085,9.063957838720571e-06,5.64541926743297,0.1240697060655261,0.05,1003751.7349334045
2,1,1.5963183638396696,9.063957838720571e-06,5.64541926743297,0.0,0.05,1003751.7349334045
2,2,1.5963183638396696,9.063957838720571e-06,5.64541926743297,0.0,0.05,1003751.7349334045
2,3,1.5963183638396696,9.063957838720571e-06,5.64541926743297,0.0,0.05,1003751.7349334045
1,1,1.2830669013043607,9.063957838720571e-06,5.64541926743297,0.07277139075694505,0.05,1264121.8551910524
1,2,1.2830669013043607,9.063957838720571e-06,5.64541926743297,0.07277139075694507,0.05,1264121.8551910524
1,3,1.2830669013043607,9.063957838720571e-06,5.64541926743297,0.07277139075694505,0.05,1264121.8551910524
2,1,1.781939203886592,9.063957838720571e-06,5.64541926743297,0.0,0.05,1264121.8551910524
2,2,1.781939203886592,9.063957838720571e-06,5.64541926743297,0.0,0.05,1264121.8551910524
2,3,1.781939203886592,9.063957838720571e-06,5.64541926743297,0.0,0.05,1264121.8551910524
1,1,1.4301673104642554,9.063957838720571e-06,5.64541926743297,0.03203568723626642,0.05,1592031.1857570007
1,2,1.4301673104642554,9.063957838720571e-06,5.64541926743297,0.03203568723626642,0.05,1592031.1857570007
1,3,1.4301673104642554,9.063957838720571e-06,5.64541926743297,0.03203568723626642,0.05,1592031.1857570007
2,1,1.9903429307476515,9.063957838720571e-06,5.64541926743297,0.0,0.05,1592031.1857570007
2,2,1.9903429307476515,9.063957838720571e-06,5.64541926743297,0.0,0.05,1592031.1857570007
2,3,1.9903429307476515,9.063957838720571e-06,5.64541926743297,0.0,0.05,1592031.1857570007
1,1,1.5953711087343914,9.063957838720571e-06,5.64541926743297,0.0,0.05,2004999.190556492
1,2,1.5953711087343914,9.063957838720571e-06,5.64541926743297,0.0,0.05,2004999.190556492
1,3,1.5953711087343914,9.063957838720571e-06,5.64541926743297,0.0,0.05,2004999.190556492
2,1,2.2243027567588745,9.063957838720571e-06,5.64541926743297,0.0,0.05,2004999.190556492
2,2,2.2243027567588745,9.063957838720571e-06,5.64541926743297,0.0,0.05,2004999.190556492
2,3,2.2243027567588745,9.063957838720571e-06,5.64541926743297,0.0,0.05,2004999.190556492
1,1,1.7808756200932665,9.063957838720571e-06,5.64541926743297,0.0,0.05,2525089.8287025085
1,2,1.7808756200932665,9.063957838720571e-06,5.64541926743297,0.0,0.05,2525089.8287025085
1,3,1.7808756200932665,9.063957838720571e-06,5.64541926743297,0.0,0.05,2525089.8287025085
2,1,2.4869323752948618,9.063957838720571e-06,5.64541926743297,0.0,0.05,2525089.8287025085
2,2,2.4869323752948618,9.063957838720571e-06,5.64541926743297,0.0,0.05,2525089.8287025085
2,3,2.4869323752948618,9.063957838720571e-06,5.64541926743297,0.0,0.05,2525089.8287025085
1,1,1.9891488664501542,9.063957838720571e-06,5.64541926743297,0.0,0.05,3180090.3826036807
1,2,1.9891488664501542,9.063957838720571e-06,5.64541926743297,0.0,0.05,3180090.3826036807
1,3,1.9891488664501542,9.063957838720571e-06,5.64541926743297,0.0,0.05,3180090.3826036807
2,1,2.7817273531116147,9.063957838720571e-06,5.64541926743297,0.0,0.05,3180090.3826036807
2,2,2.7817273531116147,9.063957838720571e-06,5.64541926743297,0.0,0.05,3180090.3826036807
2,3,2.7817273531116147,9.063957838720571e-06,5.64541926743297,0.0,0.05,3180090.3826036807
1,1,2.222962321491957,9.063957838720571e-06,5.64541926743297,0.0,0.05,4004996.0704664798
1,2,2.222962321491957,9.063957838720571e-06,5.64541926743297,0.0,0.05,4004996.0704664798
1,3,2.222962321491957,9.063957838720571e-06,5.64541926743297,0.0,0.05,4004996.0704664798
2,1,3.112611620212418,9.063957838720571e-06,5.64541926743297,0.0,0.05,4004996.0704664798
2,2,3.112611620212418,9.063957838720571e-06,5.64541926743297,0.0,0.05,4004996.0704664798
2,3,3.112611620212418,9.063957838720571e-06,5.64541926743297,0.0,0.05,4004996.0704664798
1,1,2.4854277287652295,9.063957838720571e-06,5.64541926743297,0.0,0.05,5043879.762725263
1,2,2.4854277287652295,9.063957838720571e-06,5.64541926743297,0.0,0.05,5043879.762725263
1,3,2.4854277287652295,9.063957838720571e-06,5.64541926743297,0.0,0.05,5043879.762725263
2,1,3.4839896727943915,9.063957838720571e-06,5.64541926743297,0.0,0.05,5043879.762725263
2,2,3.4839896727943915,9.063957838720571e-06,5.64541926743297,0.0,0.05,5043879.762725263
2,3,3.4839896727943915,9.063957838720571e-06,5.64541926743297,0.0,0.05,5043879.762725263
1,1,2.780038467976004,9.063957838720571e-06,5.64541926743297,0.0,0.05,6352246.697177473
1,2,2.780038467976004,9.063957838720571e-06,5.64541926743297,0.0,0.05,6352246.697177473
1,3,2.780038467976004,9.063957838720571e-06,5.64541926743297,0.0,0.05,6352246.697177473
2,1,3.9008051817411684,9.063957838720571e-06,5.64541926743297,0.0,0.05,6352246.697177473
2,2,3.9008051817411684,9.063957838720571e-06,5.64541926743297,0.0,0.05,6352246.697177473
2,3,3.9008051817411684,9.063957838720571e-06,5.64541926743297,0.0,0.05,6352246.697177473
1,1,3.110716015675607,9.063957838720571e-06,5.64541926743297,0.0,0.05,8000000.0
1,2,3.110716015675607,9.063957838720571e-06,5.64541926743297,0.0,0.05,8000000.0
1,3,3.110716015675607,9.063957838720571e-06,5.64541926743297,0.0,0.05,8000000.0
2,1,4.3686067850245465,9.063957838720571e-06,5.64541926743297,0.0,0.05,8000000.0
2,2,4.3686067850245465,9.063957838720571e-06,5.64541926743297,0.0,0.05,8000000.0
2,3,4.3686067850245465,9.063957838720571e-06,5.64541926743297,0.0,0.05,8000000.0
1,1,0.6166096597279754,1.9775276750719363e-05,11.284833717298124,1.0874954870367601,0.1,100000.0
1,2,0.6166096597279755,1.9775276750719377e-05,11.284833717298127,1.0874954870367597,0.1,100000.0
1,3,0.6166096597279754,1.9775276750719363e-05,11.284833717298124,1.0874954870367604,0.1,100000.0
2,1,0.8093903388680035,1.9775276750719363e-05,11.284833717298124,0.18674933149919282,0.1,100000.0
2,2,0.8093903388680036,1.9775276750719377e-05,11.284833717298127,0.18674933149919273,0.1,100000.0
2,3,0.8093903388680035,1.9775276750719363e-05,11.284833717298124,0.18674933149919284,0.1,100000.0
1,1,0.6726234270473623,1.9775276750719363e-05,11.284833717298124,0.8519773981053642,0.1,125939.69317272713
1,2,0.6726234270473623,1.9775276750719377e-05,11.284833717298127,0.8519773981053637,0.1,125939.69317272713
1,3,0.6726234270473623,1.9775276750719363e-05,11.284833717298124,0.8519773981053643,0.1,125939.69317272713
2,1,0.8914856648401687,1.9775276750719363e-05,11.284833717298124,0.144028828295408,0.1,125939.69317272713
2,2,0.8914856648401688,1.9775276750719377e-05,11.284833717298127,0.14402882829540795,0.1,125939.69317272713
2,3,0.8914856648401687,1.9775276750719363e-05,11.284833717298124,0.144028828295408,0.1,125939.69317272713
1,1,0.7364824086687456,1.9775276750719363e-05,11.284833717298124,0.6648534086359495,0.1,158608.06316440654
1,2,0.7364824086687457,1.9775276750719377e-05,11.284833717298127,0.6648534086359491,0.1,158608.06316440654
1,3,0.7364824086687456,1.9775276750719363e-05,11.284833717298124,0.6648534086359495,0.1,158608.06316440654
2,1,0.9841958788204074,1.9775276750719363e-05,11.284833717298124,0.11009928912287702,0.1,158608.06316440654
2,2,0.9841958788204076,1.9775276750719377e-05,11.284833717298127,0.11009928912287696,0.1,158608.06316440654
2,3,0.9841958788204074,1.9775276750719363e-05,11.284833717298124,0.110099289122877,0.1,158608.06316440654
1,1,0.808972909766424,1.9775276750719363e-05,11.284833717298124,0.5162050022414603,0.1,199750.50809645883
1,2,0.8089729097664241,1.9775276750719377e-05,11.284833717298127,0.5162050022414599,0.1,199750.50809645883
1,3,0.808972909766424,1.9775276750719363e-05,11.284833717298124,0.5162050022414603,0.1,199750.50809645883
2,1,1.0887302346698948,1.9775276750719363e-05,11.284833717298124,0.08315337137483031,0.1,199750.50809645883
2,2,1.0887302346698948,1.9775276750719377e-05,11.284833717298127,0.08315337137483027,0.1,199750.50809645883
2,3,1.0887302346698948,1.9775276750719363e-05,11.284833717298124,0.08315337137483032,0.1,199750.50809645883
1,1,0.8910137972908238,1.9775276750719363e-05,11.284833717298124,0.3981351541753138,0.1,251565.1770076437
1,2,0.8910137972908239,1.9775276750719377e-05,11.284833717298127,0.3981351541753136,0.1,251565.1770076437
1,3,0.8910137972908238,1.9775276750719363e-05,11.284833717298124,0.39813515417531387,0.1,251565.1770076437
2,1,1.2064617319314015,1.9775276750719363e-05,11.284833717298124,0.061754610344398636,0.1,251565.1770076437
2,2,1.2064617319314017,1.9775276750719377e-05,11.284833717298127,0.06175461034439858,0.1,251565.1770076437
2,3,1.2064617319314015,1.9775276750719363e-05,11.284833717298124,0.061754610344398636,0.1,251565.1770076437
1,1,0.9836634474034741,1.9775276750719363e-05,11.284833717298124,0.30436151412938184,0.1,316820.4120528544
1,2,0.9836634474034742,1.9775276750719377e-05,11.284833717298127,0.30436151412938167,0.1,316820.4120528544
1,3,0.9836634474034741,1.9775276750719363e-05,11.284833717298124,0.3043615141293819,0.1,316820.4120528544
2,1,1.3389436805527397,1.9775276750719363e-05,11.284833717298124,0.044761611757727034,0.1,316820.4120528544
2,2,1.33894368055274,1.9775276750719377e-05,11.284833717298127,0.044761611757727006,0.1,316820.4120528544
2,3,1.3389436805527397,1.9775276750719363e-05,11.284833717298124,0.04476161175772704,0.1,316820.4120528544
1,1,1.0881302675509978,1.9775276750719363e-05,11.284833717298124,0.2298890171801911,0.1,399002.65484793467
1,2,1.088130267550998,1.9775276750719377e-05,11.284833717298127,0.22988901718019097,0.1,399002.65484793467
1,3,1.0881302675509978,1.9775276750719363e-05,11.284833717298124,0.22988901718019114,0.1,399002.65484793467
2,1,1.4879291634929108,1.9775276750719363e-05,11.284833717298124,0.03126760794955368,0.1,399002.65484793467
2,2,1.487929163492911,1.9775276750719377e-05,11.284833717298127,0.03126760794955367,0.1,399002.65484793467
2,3,1.4879291634929108,1.9775276750719363e-05,11.284833717298124,0.03126760794955369,0.1,399002.65484793467
1,1,1.205786329060332,1.9775276750719363e-05,11.284833717298124,0.17074760997511323,0.1,502502.71926652436
1,2,1.2057863290603321,1.9775276750719377e-05,11.284833717298127,0.17074760997511315,0.1,502502.71926652436
1,3,1.205786329060332,1.9775276750719363e-05,11.284833717298124,0.1707476099751133,0.1,502502.71926652436
2,1,1.6553935008640441,1.9775276750719363e-05,11.284833717298124,0.020552323216743308,0.1,502502.71926652436
2,2,1.6553935008640444,1.9775276750719377e-05,11.284833717298127,0.02055232321674329,0.1,502502.71926652436
2,3,1.6553935008640441,1.9775276750719363e-05,11.284833717298124,0.020552323216743308,0.1,502502.71926652436
1,1,1.3381839162572184,1.9775276750719363e-05,11.284833717298124,0.12378274126958613,0.1,632850.3828288711
1,2,1.3381839162572187,1.9775276750719377e-05,11.284833717298127,0.12378274126958606,0.1,632850.3828288711
1,3,1.3381839162572184,1.9775276750719363e-05,11.284833717298124,0.12378274126958615,0.1,632850.3828288711
2,1,1.8435599114093024,1.9775276750719363e-05,11.284833717298124,0.012043673623249974,0.1,632850.3828288711
2,2,1.8435599114093026,1.9775276750719377e-05,11.284833717298127,0.012043673623249963,0.1,632850.3828288711
2,3,1.8435599114093024,1.9775276750719363e-05,11.284833717298124,0.012043673623249972,0.1,632850.3828288711
1,1,1.487074973202798,1.9775276750719363e-05,11.284833717298124,0.0864883116866423,0.1,797009.8303771093
1,2,1.4870749732027981,1.9775276750719377e-05,11.284833717298127,0.08648831168664226,0.1,797009.8303771093
1,3,1.487074973202798,1.9775276750719363e-05,11.284833717298124,0.0864883116866423,0.1,797009.8303771093
2,1,2.0549286431336506,1.9775276750719363e-05,11.284833717298124,0.005287309558042818,0.1,797009.8303771093
2,2,2.054928643133651,1.9775276750719377e-05,11.284833717298127,0.0052873095580428155,0.1,797009.8303771093
2,3,2.0549286431336506,1.9775276750719363e-05,11.284833717298124,0.005287309558042819,0.1,797009.8303771093
1,1,1.654433551137585,1.9775276750719363e-05,11.284833717298124,0.0568736419626138,0.1,1003751.7349334045
1,2,1.6544335511375852,1.9775276750719377e-05,11.284833717298127,0.056873641962613755,0.1,1003751.7349334045
1,3,1.654433551137585,1.9775276750719363e-05,11.284833717298124,0.056873641962613804,0.1,1003751.7349334045
2,1,2.292309912952093,1.9775276750719363e-05,11.284833717298124,0.0,0.1,1003751.7349334045
2,2,2.292309912952093,1.9775276750719377e-05,11.284833717298127,0.0,0.1,1003751.7349334045
2,3,2.292309912952093,1.9775276750719363e-05,11.284833717298124,0.0,0.1,1003751.7349334045
1,1,1.8424814519869275,1.9775276750719363e-05,11.284833717298124,0.03335762068654282,0.1,1264121.8551910524
1,2,1.8424814519869277,1.9775276750719377e-05,11.284833717298127,0.03335762068654279,0.1,1264121.8551910524
1,3,1.8424814519869275,1.9775276750719363e-05,11.284833717298124,0.03335762068654283,0.1,1264121.8551910524
2,1,2.5588610604729336,1.9775276750719363e-05,11.284833717298124,0.0,0.1,1264121.8551910524
2,2,2.558861060472934,1.9775276750719377e-05,11.284833717298127,0.0,0.1,1264121.8551910524
2,3,2.5588610604729336,1.9775276750719363e-05,11.284833717298124,0.0,0.1,1264121.8551910524
1,1,2.0537173393605834,1.9775276750719363e-05,11.284833717298124,0.014684527248861682,0.1,1592031.1857570007
1,2,2.0537173393605834,1.9775276750719377e-05,11.284833717298127,0.014684527248861674,0.1,1592031.1857570007
1,3,2.0537173393605834,1.9775276750719363e-05,11.284833717298124,0.014684527248861684,0.1,1592031.1857570007
2,1,2.858128386967054,1.9775276750719363e-05,11.284833717298124,0.0,0.1,1592031.1857570007
2,2,2.8581283869670546,1.9775276750719377e-05,11.284833717298127,0.0,0.1,1592031.1857570007
2,3,2.858128386967054,1.9775276750719363e-05,11.284833717298124,0.0,0.1,1592031.1857570007
1,1,2.2909496565539262,1.9775276750719363e-05,11.284833717298124,0.0,0.1,2004999.190556492
1,2,2.2909496565539267,1.9775276750719377e-05,11.284833717298127,0.0,0.1,2004999.190556492
1,3,2.2909496565539262,1.9775276750719363e-05,11.284833717298124,0.0,0.1,2004999.190556492
2,1,3.1940942196898425,1.9775276750719363e-05,11.284833717298124,0.0,0.1,2004999.190556492
2,2,3.194094219689843,1.9775276750719377e-05,11.284833717298127,0.0,0.1,2004999.190556492
2,3,3.1940942196898425,1.9775276750719363e-05,11.284833717298124,0.0,0.1,2004999.190556492
1,1,2.557333756316117,1.9775276750719363e-05,11.284833717298124,0.0,0.1,2525089.8287025085
1,2,2.5573337563161176,1.9775276750719377e-05,11.284833717298127,0.0,0.1,2525089.8287025085
1,3,2.557333756316117,1.9775276750719363e-05,11.284833717298124,0.0,0.1,2525089.8287025085
2,1,3.571229815973277,1.9775276750719363e-05,11.284833717298124,0.0,0.1,2525089.8287025085
2,2,3.5712298159732776,1.9775276750719377e-05,11.284833717298127,0.0,0.1,2525089.8287025085
2,3,3.571229815973277,1.9775276750719363e-05,11.284833717298124,0.0,0.1,2525089.8287025085
1,1,2.8564137130725116,1.9775276750719363e-05,11.284833717298124,0.0,0.1,3180090.3826036807
1,2,2.856413713072512,1.9775276750719377e-05,11.284833717298127,0.0,0.1,3180090.3826036807
1,3,2.8564137130725116,1.9775276750719363e-05,11.284833717298124,0.0,0.1,3180090.3826036807
2,1,3.9945548025457596,1.9775276750719363e-05,11.284833717298124,0.0,0.1,3180090.3826036807
2,2,3.99455480254576,1.9775276750719377e-05,11.284833717298127,0.0,0.1,3180090.3826036807
2,3,3.9945548025457596,1.9775276750719363e-05,11.284833717298124,0.0,0.1,3180090.3826036807
1,1,3.192169357381904,1.9775276750719363e-05,11.284833717298124,0.0,0.1,4004996.0704664798
1,2,3.1921693573819043,1.9775276750719377e-05,11.284833717298127,0.0,0.1,4004996.0704664798
1,3,3.192169357381904,1.9775276750719363e-05,11.284833717298124,0.0,0.1,4004996.0704664798
2,1,4.469703934884652,1.9775276750719363e-05,11.284833717298124,0.0,0.1,4004996.0704664798
2,2,4.469703934884653,1.9775276750719377e-05,11.284833717298127,0.0,0.1,4004996.0704664798
2,3,4.469703934884652,1.9775276750719363e-05,11.284833717298124,0.0,0.1,4004996.0704664798
1,1,3.569069146627177,1.9775276750719363e-05,11.284833717298124,0.0,0.1,5043879.762725263
1,2,3.569069146627178,1.9775276750719377e-05,11.284833717298127,0.0,0.1,5043879.762725263
1,3,3.569069146627177,1.9775276750719363e-05,11.284833717298124,0.0,0.1,5043879.762725263
2,1,5.003002060540998,1.9775276750719363e-05,11.284833717298124,0.0,0.1,5043879.762725263
2,2,5.003002060540999,1.9775276750719377e-05,11.284833717298127,0.0,0.1,5043879.762725263
2,3,5.003002060540998,1.9775276750719363e-05,11.284833717298124,0.0,0.1,5043879.762725263
1,1,3.99212956693744,1.9775276750719363e-05,11.284833717298124,0.0,0.1,6352246.697177473
1,2,3.9921295669374404,1.9775276750719377e-05,11.284833717298127,0.0,0.1,6352246.697177473
1,3,3.99212956693744,1.9775276750719363e-05,11.284833717298124,0.0,0.1,6352246.697177473
2,1,5.601548280815411,1.9775276750719363e-05,11.284833717298124,0.0,0.1,6352246.697177473
2,2,5.601548280815412,1.9775276750719377e-05,11.284833717298127,0.0,0.1,6352246.697177473
2,3,5.601548280815411,1.9775276750719363e-05,11.284833717298124,0.0,0.1,6352246.697177473
1,1,4.46698185063805,1.9775276750719363e-05,11.284833717298124,0.0,0.1,8000000.0
1,2,4.466981850638051,1.9775276750719377e-05,11.284833717298127,0.0,0.1,8000000.0
1,3,4.46698185063805,1.9775276750719363e-05,11.284833717298124,0.0,0.1,8000000.0
2,1,6.273310428512581,1.9775276750719363e-05,11.284833717298124,0.0,0.1,8000000.0
2,2,6.273310428512581,1.9775276750719377e-05,11.284833717298127,0.0,0.1,8000000.0
2,3,6.273310428512581,1.9775276750719363e-05,11.284833717298124,0.0,0.1,8000000.0
